intervention_id,image_id,rule_id,intervention_type,seed,target_box_xyxy,mask_box_xyxy,mask_target_iou,model_id,prompt_id,answer,evidence_regions_xyxy,worker_boxes_xyxy,object_boxes_xyxy,confidence,graded_score,raw_response,provenance
0002446:struck_by_equipment:matched_random:43,0002446,struck_by_equipment,matched_random_occlusion,43,,"[726,430,875,739]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[377,181,525,490]]","[[560,421,590,468]]","[[377,181,525,490]]",0.595432088961677,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[560,421,590,468]],""object_boxes"":[[377,181,525,490]],""confidence"":0.595432088961677,""graded_score"":0.0,""inference_ms"":203.9426999981515,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002446:struck_by_equipment:matched_random:44,0002446,struck_by_equipment,matched_random_occlusion,44,,"[915,43,1064,352]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[377,181,525,490]]","[[560,421,590,469]]","[[377,181,525,490]]",0.5962877323230107,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[560,421,590,469]],""object_boxes"":[[377,181,525,490]],""confidence"":0.5962877323230107,""graded_score"":0.0,""inference_ms"":207.69559999462217,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002446:struck_by_equipment:matched_random:45,0002446,struck_by_equipment,matched_random_occlusion,45,,"[782,266,931,575]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[377,181,525,490]]","[[559,420,591,470]]","[[377,181,525,490]]",0.602923500041167,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[559,420,591,470]],""object_boxes"":[[377,181,525,490]],""confidence"":0.602923500041167,""graded_score"":0.0,""inference_ms"":200.86309994803742,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002446:struck_by_equipment:matched_random:46,0002446,struck_by_equipment,matched_random_occlusion,46,,"[888,512,1037,821]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[377,181,526,490]]","[[559,420,591,470]]","[[377,181,526,490]]",0.6074301121490342,0.0,"{""legacy_rule_id"":""rule_4"",""source_answer"":""hazard"",""worker_boxes"":[[559,420,591,470]],""object_boxes"":[[377,181,526,490]],""confidence"":0.6074301121490342,""graded_score"":0.0,""inference_ms"":208.1719000125304,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002480:ppe_hard_hat:targeted,0002480,ppe_hard_hat,targeted_occlusion,,"[357,255,428,329]","[357,255,428,329]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[695,314,741,359]]","[[287,252,494,833]]","[[695,314,741,359]]",0.5535274338243263,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[287,252,494,833]],""object_boxes"":[[695,314,741,359]],""confidence"":0.5535274338243263,""graded_score"":0.0,""inference_ms"":203.40280001983047,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002480:ppe_hard_hat:matched_random:42,0002480,ppe_hard_hat,matched_random_occlusion,42,,"[589,709,660,783]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[357,255,428,329]]","[[287,255,494,831]]","[[357,255,428,329]]",0.5595632989757827,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[287,255,494,831]],""object_boxes"":[[357,255,428,329]],""confidence"":0.5595632989757827,""graded_score"":1.0,""inference_ms"":198.3020000043325,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002480:ppe_hard_hat:matched_random:43,0002480,ppe_hard_hat,matched_random_occlusion,43,,"[55,14,126,88]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[357,255,428,329]]","[[287,255,494,831]]","[[357,255,428,329]]",0.5787725586976324,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[287,255,494,831]],""object_boxes"":[[357,255,428,329]],""confidence"":0.5787725586976324,""graded_score"":1.0,""inference_ms"":209.86750000156462,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002480:ppe_hard_hat:matched_random:44,0002480,ppe_hard_hat,matched_random_occlusion,44,,"[97,135,168,209]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[357,255,428,329]]","[[287,255,494,831]]","[[357,255,428,329]]",0.5615013321595532,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[287,255,494,831]],""object_boxes"":[[357,255,428,329]],""confidence"":0.5615013321595532,""graded_score"":1.0,""inference_ms"":207.8157999785617,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002480:ppe_hard_hat:matched_random:45,0002480,ppe_hard_hat,matched_random_occlusion,45,,"[551,606,622,680]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[357,255,428,329]]","[[287,255,494,831]]","[[357,255,428,329]]",0.559398453616138,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[287,255,494,831]],""object_boxes"":[[357,255,428,329]],""confidence"":0.559398453616138,""graded_score"":1.0,""inference_ms"":196.74800004577264,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002480:ppe_hard_hat:matched_random:46,0002480,ppe_hard_hat,matched_random_occlusion,46,,"[1120,680,1191,754]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[357,255,428,329]]","[[287,255,494,831]]","[[357,255,428,329]]",0.5607527161150107,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[287,255,494,831]],""object_boxes"":[[357,255,428,329]],""confidence"":0.5607527161150107,""graded_score"":1.0,""inference_ms"":196.46980002289638,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002525:ppe_hard_hat:targeted,0002525,ppe_hard_hat,targeted_occlusion,,"[887,889,924,919]","[887,889,924,919]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1358,842,1396,877]]","[[1386,844,1452,1033]]","[[1358,842,1396,877]]",0.523508177005819,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[1386,844,1452,1033]],""object_boxes"":[[1358,842,1396,877]],""confidence"":0.523508177005819,""graded_score"":1.0,""inference_ms"":222.5351000088267,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002525:ppe_hard_hat:matched_random:42,0002525,ppe_hard_hat,matched_random_occlusion,42,,"[510,1039,547,1069]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[887,889,924,919]]","[[1386,844,1452,1033]]","[[887,889,924,919]]",0.5381209709282433,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[1386,844,1452,1033]],""object_boxes"":[[887,889,924,919]],""confidence"":0.5381209709282433,""graded_score"":0.0,""inference_ms"":209.8495999816805,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002525:ppe_hard_hat:matched_random:43,0002525,ppe_hard_hat,matched_random_occlusion,43,,"[1252,692,1289,722]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[887,889,924,919]]","[[1386,844,1452,1033]]","[[887,889,924,919]]",0.5382619436298097,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[1386,844,1452,1033]],""object_boxes"":[[887,889,924,919]],""confidence"":0.5382619436298097,""graded_score"":0.0,""inference_ms"":215.51290003117174,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002525:ppe_hard_hat:matched_random:44,0002525,ppe_hard_hat,matched_random_occlusion,44,,"[1095,123,1132,153]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[887,889,924,920]]","[[1386,844,1452,1033]]","[[887,889,924,920]]",0.537563376793904,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[1386,844,1452,1033]],""object_boxes"":[[887,889,924,920]],""confidence"":0.537563376793904,""graded_score"":0.0,""inference_ms"":214.02340003987774,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002525:ppe_hard_hat:matched_random:45,0002525,ppe_hard_hat,matched_random_occlusion,45,,"[510,946,547,976]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[887,889,924,919]]","[[1386,844,1452,1033]]","[[887,889,924,919]]",0.5382677761039564,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[1386,844,1452,1033]],""object_boxes"":[[887,889,924,919]],""confidence"":0.5382677761039564,""graded_score"":0.0,""inference_ms"":215.72480001486838,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002525:ppe_hard_hat:matched_random:46,0002525,ppe_hard_hat,matched_random_occlusion,46,,"[1557,766,1594,796]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[887,889,924,919]]","[[1386,844,1452,1033]]","[[887,889,924,919]]",0.5379910630040935,0.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""violation"",""worker_boxes"":[[1386,844,1452,1033]],""object_boxes"":[[887,889,924,919]],""confidence"":0.5379910630040935,""graded_score"":0.0,""inference_ms"":221.14029998192564,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002534:guardrail_edge:targeted,0002534,guardrail_edge,targeted_occlusion,,"[1,562,585,899]","[1,562,585,899]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,460,263,567]]","[[868,394,886,445]]","[[1,460,263,567]]",0.5759899072082979,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[868,394,886,445]],""object_boxes"":[[1,460,263,567]],""confidence"":0.5759899072082979,""graded_score"":0.0,""inference_ms"":205.46749996719882,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002534:guardrail_edge:matched_random:42,0002534,guardrail_edge,matched_random_occlusion,42,,"[314,34,898,371]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,562,585,899]]","[[866,391,892,453]]","[[1,562,585,899]]",0.6243843891591365,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[866,391,892,453]],""object_boxes"":[[1,562,585,899]],""confidence"":0.6243843891591365,""graded_score"":0.0,""inference_ms"":206.76049997564405,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002534:guardrail_edge:matched_random:43,0002534,guardrail_edge,matched_random_occlusion,43,,"[475,296,1059,633]",0.020243334733000523,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,568,647,899]]","[[289,449,307,485]]","[[1,568,647,899]]",0.6362164533430976,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[289,449,307,485]],""object_boxes"":[[1,568,647,899]],""confidence"":0.6362164533430976,""graded_score"":1.0,""inference_ms"":209.04830005019903,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002534:guardrail_edge:matched_random:44,0002534,guardrail_edge,matched_random_occlusion,44,,"[298,217,882,554]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,558,699,899]]","[[563,553,607,634]]","[[1,558,699,899]]",0.6027446535715302,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[563,553,607,634]],""object_boxes"":[[1,558,699,899]],""confidence"":0.6027446535715302,""graded_score"":1.0,""inference_ms"":194.9915000004694,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002534:guardrail_edge:matched_random:45,0002534,guardrail_edge,matched_random_occlusion,45,,"[552,368,1136,705]",0.012134318341360308,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,560,555,899]]","[[227,246,556,558]]","[[1,560,555,899]]",0.6390314352299487,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[227,246,556,558]],""object_boxes"":[[1,560,555,899]],""confidence"":0.6390314352299487,""graded_score"":1.0,""inference_ms"":221.40409995336086,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002534:guardrail_edge:matched_random:46,0002534,guardrail_edge,matched_random_occlusion,46,,"[473,151,1057,488]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[1,560,587,899]]","[[227,246,586,555]]","[[1,560,587,899]]",0.6125924379365253,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[227,246,586,555]],""object_boxes"":[[1,560,587,899]],""confidence"":0.6125924379365253,""graded_score"":1.0,""inference_ms"":198.08020000346005,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002595:guardrail_edge:targeted,0002595,guardrail_edge,targeted_occlusion,,"[489,261,1027,899]","[489,261,1027,899]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[1,208,323,321]]","[[1137,189,1198,351]]","[[1,208,323,321]]",0.6049854707671329,0.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""violation"",""worker_boxes"":[[1137,189,1198,351]],""object_boxes"":[[1,208,323,321]],""confidence"":0.6049854707671329,""graded_score"":0.0,""inference_ms"":196.2632000213489,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002595:guardrail_edge:matched_random:42,0002595,guardrail_edge,matched_random_occlusion,42,,"[7,203,545,841]",0.049663001064207166,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[495,261,1198,899],[496,267,1024,899]]","[[644,467,724,639]]","[[495,261,1198,899],[496,267,1024,899]]",0.5011836592706719,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[644,467,724,639]],""object_boxes"":[[495,261,1198,899],[496,267,1024,899]],""confidence"":0.5011836592706719,""graded_score"":1.0,""inference_ms"":231.20759997982532,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002595:guardrail_edge:matched_random:43,0002595,guardrail_edge,matched_random_occlusion,43,,"[2,160,540,798]",0.04155205347890536,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[495,261,1198,899],[496,267,1024,899]]","[[644,467,724,639]]","[[495,261,1198,899],[496,267,1024,899]]",0.5024087821532572,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[644,467,724,639]],""object_boxes"":[[495,261,1198,899],[496,267,1024,899]],""confidence"":0.5024087821532572,""graded_score"":1.0,""inference_ms"":225.51870002644137,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002595:guardrail_edge:matched_random:44,0002595,guardrail_edge,matched_random_occlusion,44,,"[25,54,563,692]",0.04872333079741031,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[491,261,1198,899],[493,266,1027,899]]","[[644,467,724,639]]","[[491,261,1198,899],[493,266,1027,899]]",0.5029868936565305,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[644,467,724,639]],""object_boxes"":[[491,261,1198,899],[493,266,1027,899]],""confidence"":0.5029868936565305,""graded_score"":1.0,""inference_ms"":228.43779996037483,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002595:guardrail_edge:matched_random:45,0002595,guardrail_edge,matched_random_occlusion,45,,"[16,113,554,751]",0.04865284325077371,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[491,261,1198,899],[493,266,1027,899]]","[[644,467,724,639]]","[[491,261,1198,899],[493,266,1027,899]]",0.5024223578428584,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[644,467,724,639]],""object_boxes"":[[491,261,1198,899],[493,266,1027,899]],""confidence"":0.5024223578428584,""graded_score"":1.0,""inference_ms"":220.1439999626018,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002595:guardrail_edge:matched_random:46,0002595,guardrail_edge,matched_random_occlusion,46,,"[25,47,563,685]",0.04789410055074552,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[491,261,1198,899],[493,266,1027,899]]","[[644,467,724,639]]","[[491,261,1198,899],[493,266,1027,899]]",0.5038347794297373,1.0,"{""legacy_rule_id"":""rule_3"",""source_answer"":""compliant"",""worker_boxes"":[[644,467,724,639]],""object_boxes"":[[491,261,1198,899],[493,266,1027,899]],""confidence"":0.5038347794297373,""graded_score"":1.0,""inference_ms"":225.5443999893032,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002599:ppe_hard_hat:targeted,0002599,ppe_hard_hat,targeted_occlusion,,"[225,324,247,341]","[225,324,247,341]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[223,322,251,344]]","[[208,320,274,454]]","[[223,322,251,344]]",0.5807384646364621,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[208,320,274,454]],""object_boxes"":[[223,322,251,344]],""confidence"":0.5807384646364621,""graded_score"":1.0,""inference_ms"":199.01519996346906,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002599:ppe_hard_hat:matched_random:42,0002599,ppe_hard_hat,matched_random_occlusion,42,,"[64,802,86,819]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,324,247,341]]","[[208,321,274,455]]","[[225,324,247,341]]",0.6122872470212835,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[208,321,274,455]],""object_boxes"":[[225,324,247,341]],""confidence"":0.6122872470212835,""graded_score"":1.0,""inference_ms"":205.59629995841533,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002599:ppe_hard_hat:matched_random:43,0002599,ppe_hard_hat,matched_random_occlusion,43,,"[55,323,77,340]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,324,247,341]]","[[208,321,274,456]]","[[225,324,247,341]]",0.611812112985977,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[208,321,274,456]],""object_boxes"":[[225,324,247,341]],""confidence"":0.611812112985977,""graded_score"":1.0,""inference_ms"":226.75209998851642,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002599:ppe_hard_hat:matched_random:44,0002599,ppe_hard_hat,matched_random_occlusion,44,,"[596,472,618,489]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,324,247,341]]","[[208,321,274,455]]","[[225,324,247,341]]",0.6121252743261201,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[208,321,274,455]],""object_boxes"":[[225,324,247,341]],""confidence"":0.6121252743261201,""graded_score"":1.0,""inference_ms"":208.59479997307062,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002599:ppe_hard_hat:matched_random:45,0002599,ppe_hard_hat,matched_random_occlusion,45,,"[367,546,389,563]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,324,247,341]]","[[208,321,274,455]]","[[225,324,247,341]]",0.611748743669263,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[208,321,274,455]],""object_boxes"":[[225,324,247,341]],""confidence"":0.611748743669263,""graded_score"":1.0,""inference_ms"":198.67870002053678,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002599:ppe_hard_hat:matched_random:46,0002599,ppe_hard_hat,matched_random_occlusion,46,,"[586,17,608,34]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[225,324,247,341]]","[[208,321,274,455]]","[[225,324,247,341]]",0.612273969022291,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[208,321,274,455]],""object_boxes"":[[225,324,247,341]],""confidence"":0.612273969022291,""graded_score"":1.0,""inference_ms"":199.65740002226084,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002668:ppe_hard_hat:targeted,0002668,ppe_hard_hat,targeted_occlusion,,"[704,487,723,499]","[704,487,723,499]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[701,485,727,501]]","[[687,484,734,633]]","[[701,485,727,501]]",0.606913638700332,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[687,484,734,633]],""object_boxes"":[[701,485,727,501]],""confidence"":0.606913638700332,""graded_score"":1.0,""inference_ms"":205.58080001501366,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002668:ppe_hard_hat:matched_random:42,0002668,ppe_hard_hat,matched_random_occlusion,42,,"[990,882,1009,894]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[704,487,723,499]]","[[687,485,734,632]]","[[704,487,723,499]]",0.6045098101188029,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[687,485,734,632]],""object_boxes"":[[704,487,723,499]],""confidence"":0.6045098101188029,""graded_score"":1.0,""inference_ms"":201.8977000261657,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002668:ppe_hard_hat:matched_random:43,0002668,ppe_hard_hat,matched_random_occlusion,43,,"[1179,152,1198,164]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[704,487,723,499]]","[[687,485,734,632]]","[[704,487,723,499]]",0.6040879812623774,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[687,485,734,632]],""object_boxes"":[[704,487,723,499]],""confidence"":0.6040879812623774,""graded_score"":1.0,""inference_ms"":198.72320001013577,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002668:ppe_hard_hat:matched_random:44,0002668,ppe_hard_hat,matched_random_occlusion,44,,"[753,350,772,362]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[704,487,723,499]]","[[687,485,734,632]]","[[704,487,723,499]]",0.6030113367097718,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[687,485,734,632]],""object_boxes"":[[704,487,723,499]],""confidence"":0.6030113367097718,""graded_score"":1.0,""inference_ms"":194.05479996930808,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002668:ppe_hard_hat:matched_random:45,0002668,ppe_hard_hat,matched_random_occlusion,45,,"[732,882,751,894]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[704,487,723,499]]","[[687,485,734,632]]","[[704,487,723,499]]",0.6047201678156853,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[687,485,734,632]],""object_boxes"":[[704,487,723,499]],""confidence"":0.6047201678156853,""graded_score"":1.0,""inference_ms"":210.38709999993443,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002668:ppe_hard_hat:matched_random:46,0002668,ppe_hard_hat,matched_random_occlusion,46,,"[36,491,55,503]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,compliant,"[[704,487,723,499]]","[[687,485,734,632]]","[[704,487,723,499]]",0.6044063497600811,1.0,"{""legacy_rule_id"":""rule_1"",""source_answer"":""compliant"",""worker_boxes"":[[687,485,734,632]],""object_boxes"":[[704,487,723,499]],""confidence"":0.6044063497600811,""graded_score"":1.0,""inference_ms"":203.30239995382726,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002815:fall_harness:targeted,0002815,fall_harness,targeted_occlusion,,"[706,810,806,889]","[706,810,806,889]",1.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[294,823,387,1006]]","[[490,464,586,689]]","[[294,823,387,1006]]",0.5312067312853677,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[490,464,586,689]],""object_boxes"":[[294,823,387,1006]],""confidence"":0.5312067312853677,""graded_score"":0.0,""inference_ms"":211.8237999966368,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002815:fall_harness:matched_random:42,0002815,fall_harness,matched_random_occlusion,42,,"[846,606,946,685]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[706,810,806,889]]","[[490,464,586,689]]","[[706,810,806,889]]",0.5203941482385355,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[490,464,586,689]],""object_boxes"":[[706,810,806,889]],""confidence"":0.5203941482385355,""graded_score"":0.0,""inference_ms"":222.60630002710968,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
0002815:fall_harness:matched_random:43,0002815,fall_harness,matched_random_occlusion,43,,"[134,315,234,394]",0.0,microsoft/Florence-2-base-ft:grounding_pipeline,florence_grounding_beam_black_mask,violation,"[[688,797,806,922]]","[[490,464,586,688]]","[[688,797,806,922]]",0.517124931161691,0.0,"{""legacy_rule_id"":""rule_2"",""source_answer"":""violation"",""worker_boxes"":[[490,464,586,688]],""object_boxes"":[[688,797,806,922]],""confidence"":0.517124931161691,""graded_score"":0.0,""inference_ms"":216.12589998403564,""decoding"":""beam"",""mask_mode"":""black""}",local_florence2_grounding_pipeline_intervention
